image_path,label,class_name,source_dataset,original_split,original_style,artist,split_random,split_cross_a,split_cross_b,split_artist
data\standardized\places365\37301.jpg,0,photo,places365,,,,train,train,test,train
data\standardized\coco\37302.jpg,0,photo,coco,,,,test,test,val,val
data\standardized\artbench\37303.jpg,1,art,artbench,train,expressionism,princess-fahrelnissa-zeid,train,test,train,train
data\standardized\artbench\37304.jpg,1,art,artbench,test,romanticism,john-simpson,train,test,train,train
data\standardized\coco\37305.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\wikiart\37306.jpg,1,art,wikiart,,,salvador-dali,test,train,test,train
data\standardized\coco\37307.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\wikiart\37308.jpg,1,art,wikiart,,,salvador-dali,test,train,test,train
data\standardized\coco\37309.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\places365\37310.jpg,0,photo,places365,,,,val,train,test,val
data\standardized\coco\37311.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\coco\37312.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\artbench\37313.jpg,1,art,artbench,test,baroque,gerard-terborch,train,test,val,train
data\standardized\artbench\37314.jpg,1,art,artbench,train,art_nouveau,eug-ne-grasset,train,test,train,train
data\standardized\places365\37315.jpg,0,photo,places365,,,,train,train,test,train
data\standardized\artbench\37316.jpg,1,art,artbench,train,impressionism,henri-matisse,train,test,train,train
data\standardized\coco\37317.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\places365\37318.jpg,0,photo,places365,,,,val,train,test,val
data\standardized\artbench\37319.jpg,1,art,artbench,train,expressionism,george-luks,train,test,train,train
data\standardized\artbench\37320.jpg,1,art,artbench,train,baroque,jan-steen,train,test,val,test
data\standardized\artbench\37321.jpg,1,art,artbench,train,surrealism,trouille,train,test,train,train
data\standardized\coco\37322.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\places365\37323.jpg,0,photo,places365,,,,test,train,test,val
data\standardized\wikiart\37324.jpg,1,art,wikiart,,,giovanni-bellini,train,train,test,train
data\standardized\wikiart\37325.jpg,1,art,wikiart,,,aleksey-antropov,train,train,test,train
data\standardized\places365\37326.jpg,0,photo,places365,,,,train,train,test,train
data\standardized\coco\37327.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\coco\37328.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\coco\37329.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\places365\37330.jpg,0,photo,places365,,,,train,train,test,train
data\standardized\places365\37331.jpg,0,photo,places365,,,,train,train,test,train
data\standardized\wikiart\37332.jpg,1,art,wikiart,,,franz-marc,train,val,test,train
data\standardized\places365\37333.jpg,0,photo,places365,,,,train,train,test,train
data\standardized\coco\37334.jpg,0,photo,coco,,,,val,test,val,val
data\standardized\artbench\37335.jpg,1,art,artbench,test,surrealism,ismael,train,test,train,train
data\standardized\wikiart\37336.jpg,1,art,wikiart,,,pierre-bonnard,train,val,test,val
data\standardized\wikiart\37337.jpg,1,art,wikiart,,,peter-paul-rubens,test,train,test,test
data\standardized\wikiart\37338.jpg,1,art,wikiart,,,rudolf-schweitzer-cumpana,test,val,test,val
data\standardized\artbench\37339.jpg,1,art,artbench,train,ukiyo_e,katsushika-hokusai,val,test,train,train
data\standardized\wikiart\37340.jpg,1,art,wikiart,,,giovanni-battista-tiepolo,train,train,test,train
data\standardized\artbench\37341.jpg,1,art,artbench,train,art_nouveau,louis-comfort-tiffany,train,test,train,train
data\standardized\coco\37342.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\wikiart\37343.jpg,1,art,wikiart,,,willard-metcalf,train,train,test,train
data\standardized\coco\37344.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\wikiart\37345.jpg,1,art,wikiart,,,nicholas-roerich,test,train,test,train
data\standardized\wikiart\37346.jpg,1,art,wikiart,,,fred-sandback,train,train,test,train
data\standardized\coco\37347.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\wikiart\37348.jpg,1,art,wikiart,,,thomas-gainsborough,train,val,test,train
data\standardized\coco\37349.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\places365\37350.jpg,0,photo,places365,,,,train,train,test,train
data\standardized\places365\37351.jpg,0,photo,places365,,,,train,train,test,train
data\standardized\wikiart\37352.jpg,1,art,wikiart,,,claude-monet,train,train,test,train
data\standardized\places365\37353.jpg,0,photo,places365,,,,train,train,test,train
data\standardized\artbench\37354.jpg,1,art,artbench,train,renaissance,hendrick-goltzius,train,test,train,val
data\standardized\artbench\37355.jpg,1,art,artbench,train,ukiyo_e,utagawa-toyokuni-i,train,test,train,train
data\standardized\wikiart\37356.jpg,1,art,wikiart,,,julian-alden-weir,test,train,test,train
data\standardized\coco\37357.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\wikiart\37358.jpg,1,art,wikiart,,,william-merritt-chase,train,train,test,train
data\standardized\coco\37359.jpg,0,photo,coco,,,,test,test,val,val
data\standardized\places365\37360.jpg,0,photo,places365,,,,val,train,test,test
data\standardized\coco\37361.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\artbench\37362.jpg,1,art,artbench,test,baroque,gerard-terborch,train,test,val,train
data\standardized\places365\37363.jpg,0,photo,places365,,,,train,val,test,train
data\standardized\artbench\37364.jpg,1,art,artbench,test,ukiyo_e,suzuki-harunobu,val,test,train,train
data\standardized\wikiart\37365.jpg,1,art,wikiart,,,henri-de-toulouse-lautrec,train,val,test,train
data\standardized\coco\37366.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\artbench\37367.jpg,1,art,artbench,train,realism,jose-ferraz-de-almeida-junior,train,test,train,train
data\standardized\coco\37368.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\wikiart\37369.jpg,1,art,wikiart,,,canaletto,train,train,test,test
data\standardized\artbench\37370.jpg,1,art,artbench,test,art_nouveau,fujishima-takeji,train,test,train,train
data\standardized\places365\37371.jpg,0,photo,places365,,,,train,train,test,train
data\standardized\artbench\37372.jpg,1,art,artbench,test,impressionism,pierre-auguste-renoir,train,test,train,val
data\standardized\artbench\37373.jpg,1,art,artbench,train,expressionism,claudio-castillo,train,test,train,train
data\standardized\artbench\37374.jpg,1,art,artbench,train,renaissance,palma-il-giovane,train,test,train,train
data\standardized\wikiart\37375.jpg,1,art,wikiart,,,william-turner,train,train,test,test
data\standardized\places365\37376.jpg,0,photo,places365,,,,train,train,test,train
data\standardized\artbench\37377.jpg,1,art,artbench,train,romanticism,john-wilson-carmichael,train,test,train,train
data\standardized\wikiart\37378.jpg,1,art,wikiart,,,leonardo-da-vinci,train,train,test,train
data\standardized\places365\37379.jpg,0,photo,places365,,,,train,train,test,train
data\standardized\places365\37380.jpg,0,photo,places365,,,,train,train,test,train
data\standardized\artbench\37381.jpg,1,art,artbench,test,romanticism,sir-lawrence-alma-tadema,train,test,train,val
data\standardized\coco\37382.jpg,0,photo,coco,,,,test,test,val,val
data\standardized\wikiart\37383.jpg,1,art,wikiart,,,leonardo-da-vinci,train,val,test,train
data\standardized\artbench\37384.jpg,1,art,artbench,train,ukiyo_e,nishikawa-sukenobu,train,test,train,val
data\standardized\coco\37385.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\wikiart\37386.jpg,1,art,wikiart,,,bernardo-bellotto,train,train,test,train
data\standardized\places365\37387.jpg,0,photo,places365,,,,test,train,test,test
data\standardized\wikiart\37388.jpg,1,art,wikiart,,,rembrandt,train,train,test,train
data\standardized\wikiart\37389.jpg,1,art,wikiart,,,pierre-auguste-renoir,train,train,test,val
data\standardized\places365\37390.jpg,0,photo,places365,,,,val,train,test,val
data\standardized\artbench\37391.jpg,1,art,artbench,train,art_nouveau,charles-robinson,test,test,train,train
data\standardized\wikiart\37392.jpg,1,art,wikiart,,,kenzo-okada,train,val,test,train
data\standardized\artbench\37393.jpg,1,art,artbench,train,surrealism,sergei,test,test,val,train
data\standardized\wikiart\37394.jpg,1,art,wikiart,,,paul-cezanne,train,train,test,train
data\standardized\places365\37395.jpg,0,photo,places365,,,,train,val,test,train
data\standardized\wikiart\37396.jpg,1,art,wikiart,,,vincent-van-gogh,train,val,test,train
data\standardized\wikiart\37397.jpg,1,art,wikiart,,,pinturicchio,train,train,test,train
data\standardized\wikiart\37398.jpg,1,art,wikiart,,,raphael-kirchner,train,val,test,train
data\standardized\wikiart\37399.jpg,1,art,wikiart,,,camille-bombois,train,train,test,test
data\standardized\artbench\37400.jpg,1,art,artbench,train,baroque,juan-van-der-hamen,train,test,train,train
data\standardized\artbench\37401.jpg,1,art,artbench,train,impressionism,joaqu-n-sorolla,train,test,train,train
data\standardized\wikiart\37402.jpg,1,art,wikiart,,,ferdynand-ruszczyc,val,train,test,val
data\standardized\places365\37403.jpg,0,photo,places365,,,,train,train,test,train
data\standardized\wikiart\37404.jpg,1,art,wikiart,,,pierre-auguste-renoir,test,train,test,val
data\standardized\places365\37405.jpg,0,photo,places365,,,,train,val,test,train
data\standardized\artbench\37406.jpg,1,art,artbench,train,ukiyo_e,katsukawa-shunei,train,test,train,train
data\standardized\places365\37407.jpg,0,photo,places365,,,,train,train,test,train
data\standardized\coco\37408.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\places365\37409.jpg,0,photo,places365,,,,val,train,test,val
data\standardized\artbench\37410.jpg,1,art,artbench,train,renaissance,paolo-veronese,train,test,train,train
data\standardized\wikiart\37411.jpg,1,art,wikiart,,,walasse-ting,train,val,test,train
data\standardized\places365\37412.jpg,0,photo,places365,,,,train,train,test,train
data\standardized\wikiart\37413.jpg,1,art,wikiart,,,vincent-van-gogh,train,train,test,train
data\standardized\wikiart\37414.jpg,1,art,wikiart,,,vasily-surikov,train,train,test,train
data\standardized\coco\37415.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\places365\37416.jpg,0,photo,places365,,,,test,train,test,val
data\standardized\coco\37417.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\wikiart\37418.jpg,1,art,wikiart,,,martiros-saryan,train,val,test,train
data\standardized\places365\37419.jpg,0,photo,places365,,,,train,train,test,train
data\standardized\coco\37420.jpg,0,photo,coco,,,,test,test,train,test
data\standardized\coco\37421.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\places365\37422.jpg,0,photo,places365,,,,val,val,test,test
data\standardized\artbench\37423.jpg,1,art,artbench,train,post_impressionism,theophrastos-triantafyllidis,val,test,train,train
data\standardized\wikiart\37424.jpg,1,art,wikiart,,,carlo-crivelli,train,train,test,train
data\standardized\wikiart\37425.jpg,1,art,wikiart,,,thomas-cole,train,train,test,train
data\standardized\artbench\37426.jpg,1,art,artbench,train,expressionism,pietro-lazzari,train,test,train,train
data\standardized\coco\37427.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\coco\37428.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\wikiart\37429.jpg,1,art,wikiart,,,pietro-perugino,train,train,test,val
data\standardized\places365\37430.jpg,0,photo,places365,,,,train,val,test,train
data\standardized\places365\37431.jpg,0,photo,places365,,,,train,train,test,train
data\standardized\artbench\37432.jpg,1,art,artbench,train,realism,wilhelm-trubner,test,test,val,test
data\standardized\wikiart\37433.jpg,1,art,wikiart,,,ivan-shishkin,train,train,test,train
data\standardized\coco\37434.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\artbench\37435.jpg,1,art,artbench,train,realism,jarnefelt-eero,train,test,train,train
data\standardized\artbench\37436.jpg,1,art,artbench,train,ukiyo_e,yanagawa-shigenobu,test,test,train,train
data\standardized\wikiart\37437.jpg,1,art,wikiart,,,guy-rose,val,train,test,test
data\standardized\wikiart\37438.jpg,1,art,wikiart,,,mstislav-dobuzhinsky,train,train,test,val
data\standardized\artbench\37439.jpg,1,art,artbench,train,ukiyo_e,utagawa-hirosada,train,test,val,train
data\standardized\artbench\37440.jpg,1,art,artbench,train,romanticism,william-barnes-wollen,train,test,train,train
data\standardized\artbench\37441.jpg,1,art,artbench,train,realism,francisco-serra-andres,train,test,train,train
data\standardized\coco\37442.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\wikiart\37443.jpg,1,art,wikiart,,,robert-delaunay,test,train,test,train
data\standardized\coco\37444.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\artbench\37445.jpg,1,art,artbench,train,art_nouveau,boris-kustodiev,train,test,train,train
data\standardized\wikiart\37446.jpg,1,art,wikiart,,,corneliu-baba,test,val,test,train
data\standardized\artbench\37447.jpg,1,art,artbench,train,post_impressionism,george-henry,train,test,train,train
data\standardized\places365\37448.jpg,0,photo,places365,,,,test,train,test,val
data\standardized\coco\37449.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\places365\37450.jpg,0,photo,places365,,,,val,train,test,val
data\standardized\places365\37451.jpg,0,photo,places365,,,,train,train,test,train
data\standardized\places365\37452.jpg,0,photo,places365,,,,train,train,test,train
data\standardized\coco\37453.jpg,0,photo,coco,,,,test,test,val,test
data\standardized\wikiart\37454.jpg,1,art,wikiart,,,rembrandt,train,train,test,train
data\standardized\coco\37455.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\wikiart\37456.jpg,1,art,wikiart,,,henri-fantin-latour,train,train,test,train
data\standardized\wikiart\37457.jpg,1,art,wikiart,,,vasily-vereshchagin,val,train,test,train
data\standardized\coco\37458.jpg,0,photo,coco,,,,test,test,val,test
data\standardized\coco\37459.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\places365\37460.jpg,0,photo,places365,,,,train,train,test,train
data\standardized\places365\37461.jpg,0,photo,places365,,,,test,val,test,val
data\standardized\coco\37462.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\artbench\37463.jpg,1,art,artbench,test,surrealism,max-ernst,val,test,train,train
data\standardized\coco\37464.jpg,0,photo,coco,,,,val,test,train,val
data\standardized\wikiart\37465.jpg,1,art,wikiart,,,claude-monet,val,train,test,train
data\standardized\coco\37466.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\wikiart\37467.jpg,1,art,wikiart,,,paula-modersohn-becker,train,train,test,train
data\standardized\coco\37468.jpg,0,photo,coco,,,,test,test,train,val
data\standardized\artbench\37469.jpg,1,art,artbench,train,post_impressionism,moise-kisling,test,test,train,val
data\standardized\artbench\37470.jpg,1,art,artbench,train,art_nouveau,konstantin-yuon,train,test,val,train
data\standardized\coco\37471.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\places365\37472.jpg,0,photo,places365,,,,train,train,test,train
data\standardized\places365\37473.jpg,0,photo,places365,,,,val,train,test,val
data\standardized\places365\37474.jpg,0,photo,places365,,,,train,train,test,train
data\standardized\coco\37475.jpg,0,photo,coco,,,,train,test,train,train
data\standardized\places365\37476.jpg,0,photo,places365,,,,train,val,test,train
data\standardized\wikiart\37477.jpg,1,art,wikiart,,,john-henry-twachtman,train,train,test,val
data\standardized\wikiart\37478.jpg,1,art,wikiart,,,betty-parsons,train,train,test,train
data\standardized\artbench\37479.jpg,1,art,artbench,train,impressionism,hans-am-ende,train,test,train,train
